,Unnamed: 1,CO00COKY,CO00DRBE,CO00FERA,CO00KUNI,CO00URMA,CO01TUNG,CO03CHBA,CO03CHBU,CO03COPM,CO04BAFI,CO04KIVA,CO04LIFI,CO04LIRA,CO04MGNG,CO04PFCH,CO04PFRE,CO04ZIMG,CO05ASGU,CO05BAFI,CO05KUBE,CO06DATZ,CO06LIFI,CO06MOPE,CO06MOTO,CO06QUNG,CO07CAFR,CO08ABSU,CO08GOBE,CO08HEVE,CO08KIPR,CO09NAKY,CO09NUTB,CO10HEIG,CO11NUPM,CO12GOVA,CO13CABL,CO13CAHN,CO13COTB,CO13DESC01A,CO13HENG,CO14CABT,CO14CATI,CO14OSPA,CO14WUCL,CO14ZIHO,CO14ZIMG,CO15ABSP,CO17LITW01A,CO17MUMA,CO17RAPA,CO17WUBO1A,CO18DATO01A,CO18HECO01A,CO18HECO01B,CO18RELC01A,CO92SHPU,CO93COTW,CO94DUUR,CO94HEAQ,CO94LISE,CO95TUNG,CO96QUVA,CO96SWBB,CO96SWFB,CO97CHSY,CO98BOFP,CO98CHPI,CO98EVXM,CO98QUNC,CO98SWPR,CO99DRGB,CO99GUMI,CO99KUHO,CO99LICL,CO99SWFB
CO04BAFI,-0.01916989715036539,-0.02258696545848141,0.0017705820294731745,-0.0031924686764466586,-0.00425083630553967,-0.008246725978628022,0.004990679774441081,0.019411012741268052,0.02503225978418141,-0.0244940437144242,1.0,0.0004528295808493395,0.004642075013038084,0.014060928192457344,-0.039886749148286604,0.00562307576217254,-0.0018606235134045795,0.014847061717506521,0.005139832541342408,0.43714261010011823,0.031510252211252594,-0.018994157205984467,0.004728390867451829,-0.01771198557153847,0.005267070888518589,0.007991994141156464,-0.0628426312892916,0.01165090068419743,-0.06579957659218044,-0.013783077341219162,-0.047253986190613016,-0.011505309110160336,0.0025349094520921967,-0.018572484529780168,-0.02455570465468311,0.030201019106080657,-0.05769132868058027,-0.02469058153783989,0.0067268264391988596,-0.0525430787410993,0.0038226816806338874,-0.0482462089015731,-0.011297044168378225,-0.021368576951447175,0.03505420153299161,-0.04269415560055882,-0.031990768171592035,-0.03942275214080067,-0.06309839526959643,0.009111568117717742,-0.0413113323928047,0.014973921124149074,-0.019061618119352926,0.0017673537721828942,-0.022322585654315913,-0.007871091817254266,-0.00508314803880166,-0.0008825220249490608,-0.016292368278196464,0.009861615026312992,0.045446835526559856,0.012604264089108549,0.02705709724560484,-0.005678553306673163,-0.0038495993118305887,0.022043539945044332,0.0045031027229765225,-0.004672171622377144,-0.003977469197983195,0.010399935814713069,-0.031126806029981517,0.004276577522193703,-0.024149446901106816,0.005625393395295937,0.0051656147345022635,-0.03559253750868383
CO04KIVA,0.030263785087676427,0.028717960511705512,-0.07936004342328896,0.030879549598693146,0.1988172028673551,0.05454476622366853,0.170524557377956,0.05094841588515346,0.11861671595287919,0.44362620181826656,0.0004528295808493395,1.0,0.017688951289912696,0.08091810843173344,0.13768661228655107,0.3101094163336732,0.057427588953771314,0.04186288805071744,0.1850287518036488,-0.0042537311819250455,-0.00810349639320566,0.5350177355777742,0.008626987805787394,0.734828562995916,0.20500176898065442,0.32507324099813406,0.02373243483294245,0.26023712013680633,0.02422613688784635,0.623737146607781,0.014080565381585674,0.4257264320667698,-0.2212786129587864,0.4470743625972785,0.4441795282285517,0.31081902658738375,0.31157356488316396,0.49806999950569514,0.4621066092775717,0.024741556855058168,0.12575944457032343,0.24126815353551503,0.588730540168288,0.16188978623630115,-0.13299614271667567,0.016830460795797336,0.11146271815630854,0.41456457087987336,0.30674130032478164,0.3954829607340425,0.3806421702231665,0.10415392601084433,0.15231090591484042,-0.03198404269472238,-0.10034650150958356,0.4264028741601698,0.3328326698262118,0.39346950617191445,-0.013242860229079393,0.09484176205912881,0.05545107266338274,0.36406871411698893,0.004667414787922859,0.031997360146195426,0.018164776056808978,0.22317473074794364,0.02476460004425517,0.28295700268853324,0.727161061314574,0.056462211930370806,0.1803033832106548,0.014711879601735827,0.19943856380223768,0.057398179790005034,0.5331368811834065,0.10726676627252614
CO04LIFI,-0.5343812335241251,-0.08505196500042594,-0.032668620861485816,-0.2735242713617087,0.23561535398901107,0.3035162118195454,0.35124771678052846,0.3618386230216936,0.3548203083405099,0.03320972174958574,0.004642075013038084,0.017688951289912696,1.0,0.20488117242532228,-0.06446528948575606,-0.10375013814213273,0.29491582686516277,-0.2739398808315028,0.07790834278987055,0.032197868653128736,0.08216959873557449,0.0018145394073047956,0.9804444883031442,0.005342979580612217,-0.05252728888734922,0.028183955655910028,-0.03616375994639539,0.051381965855483804,-0.08623469516467533,-0.003284162132212069,-0.08788999390636452,-0.01608954880128416,0.01777680342051611,0.03236344081580249,0.03379910856659833,-0.14422794766472513,-0.01956104339586695,0.026352271038404835,0.016300412896999097,-0.08740903802361301,0.009135174341992514,0.10095394096430735,-0.009413197754221126,0.3638196440621281,0.08838461286873922,-0.08543976856501778,-0.07242316300120587,-0.0026166268280476005,0.15394654103267802,-0.16811554581285526,-0.014381373847354582,-0.10425739537559614,-0.08111871625401093,0.04017397297735579,-0.03960565170917125,0.013469773001017364,0.20336175647338672,0.018941233584725475,-0.0768200171451625,-0.07336007976723934,0.16123696248927474,0.261374811232709,-0.0801598658387272,-0.0822911131207865,-0.08120264438560847,-0.004532549208602225,0.9686062006542259,0.10939376748727675,0.02464667849797075,0.42133797021263986,-0.05035461641975769,-0.07890619430880863,0.3383455657750649,0.28379130644847617,0.02707005349343596,-0.06735333864735064
CO04LIRA,0.07452212200169334,0.2369818608192199,0.08802904389974593,0.04618374588791823,0.06109222674418281,0.0591329741461479,0.4328497125240881,0.0789991681298463,0.07750002066052708,0.09401821563549051,0.014060928192457344,0.08091810843173344,0.20488117242532228,1.0,0.17848434555680573,0.0405021189431847,0.06940825418135103,0.07241149541032994,0.224675749937481,-0.07218809512549464,0.16076415681564463,0.08843416646472739,0.1881860650964192,-0.022178328003618467,0.14880374586465947,0.16104387012083488,0.09751759548337567,0.19442578010415756,0.23234291046059935,-0.054403191941475706,0.21007335990566384,0.014616833491004231,0.09928484880195934,0.058512469449030276,0.09587828727778594,-0.0017354509086992761,0.02439181787009254,-0.13879753500783398,0.046248060870232706,0.20515356433201015,0.0035659997049868426,-0.05580706473418033,-0.04565436633304192,-0.016211106092351157,0.05878580250015363,0.1981755258129701,0.20492169257129156,-0.02763609466705183,-0.06439175673378593,-0.03280736602674345,-0.10373017364329348,0.01963207541760025,-0.1568420638924425,-0.11266814300050514,-0.19932050180931,-0.026412258684138042,0.25738376592473705,0.07117899398424606,0.21174409643268924,0.2085393652599112,0.15844952221324674,0.3215575110114493,0.22167273244116992,0.22833147119191552,0.22515064011661165,0.27366082178051826,0.1975567521431864,0.2062180679223347,0.06743009468469531,0.5067574897677759,0.1453916621194163,0.22291536348303975,0.41227649229946156,0.06284728447431945,0.10666739113009507,0.19134332648325678
CO04MGNG,0.16424956931460682,0.7332493049630643,0.06363818585064006,0.17741434844522402,0.2887190707248161,0.2289806878616334,0.377915741393383,0.2836448491052492,0.2858189554401846,0.12647153136937214,-0.039886749148286604,0.13768661228655107,-0.06446528948575606,0.17848434555680573,1.0,-0.07809029614764339,0.2483994442905036,-0.20627142529176662,0.03785079695507387,-0.2808715997878144,-0.03533278970336723,0.17278086642202162,-0.06566408608040235,0.1271954670140677,0.806063615136258,0.10731406145043185,0.30901150508079483,0.07652034075414092,0.7541345714923057,0.13893666089286594,0.7391231115478524,0.1447277232321883,-0.04669057770791667,0.12499411166242207,0.1263860833611414,0.1442300616784128,0.04796494389734626,0.19416501947951426,0.07033571052759764,0.7586070395632417,0.09413735833966481,0.18670560708663594,0.170453493569455,0.36537316006558296,-0.009608594577563528,0.7466280701766894,0.9212884388717152,0.09210167656498401,0.2124275127444925,-0.12655053984357043,0.07011651326267053,0.20267702937222112,0.11374485525846646,0.05675015105282024,0.01890483861440914,0.11001678458974465,0.3348345485837576,0.44038309523252794,0.6115532343481368,0.8484961939428869,0.1035149132677599,0.39965245916524583,0.6253107132856871,0.6886016534312668,0.6234696668090595,0.053396079073036465,-0.06253518758522585,0.3218483775395113,0.12099808635516043,0.31540015999155535,0.7734763776686427,-0.059389149377160534,0.40923695341825467,0.23409768790458851,0.1369026231515688,0.9088508558043029
CO04PFCH,0.028826058840838796,-0.10302583253733977,-0.039572417428384694,0.2752305739653346,0.21448738255755698,-0.18481843485781524,0.06388087131913217,-0.0811121504016233,-0.04458665573281228,0.2370247092372314,0.00562307576217254,0.3101094163336732,-0.10375013814213273,0.0405021189431847,-0.07809029614764339,1.0,-0.18740768272791225,0.3712567378201021,0.10739415312956968,0.03900218206481185,-0.21981711420969727,0.2672851794789024,-0.10567929305542452,0.38235733679253125,-0.06362777942310224,0.159258693906116,-0.04380617750735188,0.13991889861247161,-0.10445850678347035,0.3114105991361296,-0.10646476218444939,0.2200770870590825,-0.42161735828878716,0.19417930703886166,0.23718822436136708,0.13291622973908176,0.3430537121444758,0.17914720636323406,0.2919227096595657,-0.10588102125125051,-0.15592738388404295,-0.14713472805978686,0.29744708676731607,0.014607785265191936,-0.3358869201375547,-0.10350791380033404,-0.08772821019654606,0.5754762433987355,0.28347565272258013,0.6163718434819562,0.5471544133492926,-0.12629262887682816,0.10495314447056442,-0.0683321248990126,0.07600592216097898,0.2194942680060664,0.1245027765032923,0.06612237287396483,-0.09306431023253091,-0.08889928356883167,-0.10067412145691086,0.148497125888578,-0.09709989550594184,-0.09968153516090067,-0.09836304242963848,0.09599260217643477,-0.10064411459634175,0.07811996994221884,0.42884762821031425,0.004064756555887779,-0.06099596027814189,0.039959654865848133,0.10282624188618095,0.12553124497268606,0.2305958145173015,-0.08158698965130558
CO04PFRE,0.02103597618548438,0.32475885755548184,0.11775444752250475,-0.20321807926559546,0.1011585863012106,0.9849582102080587,0.3867446868871214,0.7023575431487425,0.6556986433840241,0.08201020739023923,-0.0018606235134045795,0.057427588953771314,0.29491582686516277,0.06940825418135103,0.2483994442905036,-0.18740768272791225,1.0,-0.5075531377666997,0.16841132049945748,-0.11328639278397759,0.12513055270923673,0.07844762218712731,0.28050968618297817,0.005290216055217926,0.21413207986444688,0.12041516991700668,0.14041248754327093,0.14454686626170735,0.318021487861631,-0.022060403585388196,0.29785753920939495,0.025474530698370464,0.07877038070471194,0.058102164844611996,0.08313104252814343,-0.006110273961421562,-0.1314819086184949,0.0978237318591234,0.05236299505102907,0.29351458589227264,0.05224688296924405,0.16947280314443358,-0.019160490734706933,0.6047844311269802,0.1698358837211516,0.2845793337747455,0.2871490316657269,-0.016611722722476113,0.19831750319317842,-0.3314029259434667,-0.07350363183984322,-0.06722855490187991,0.003980291242375689,0.18351318312574347,-0.12210863904060423,0.00013579437322140523,0.2445169626670739,0.2979142823322905,0.28938002805875107,0.2911078805392495,0.17840776122119967,0.2976361850211845,0.303087504902329,0.3128291881742518,0.3071349015298908,0.22466879741988344,0.2891819457201253,0.18931523809241255,0.07130236784627053,0.4330028544037042,0.2064704935263083,-0.1400677553915186,0.3747067906355853,0.11132562367936144,0.10610416704302801,0.26253722162399296
CO04ZIMG,0.038896993209535345,-0.27202743816285163,-0.10448625427076896,0.6803709639469501,0.3059097673539705,-0.4970805057832808,0.04038745356795307,-0.07720633398946865,-0.06974786829344742,0.04719505005033459,0.014847061717506521,0.04186288805071744,-0.2739398808315028,0.07241149541032994,-0.20627142529176662,0.3712567378201021,-0.5075531377666997,1.0,0.1522971711931997,0.10298061572088064,0.14218355020752746,0.04177264333235429,-0.2790335845751101,-0.03662841013984355,-0.168001572092942,0.10400673691199329,-0.11566499342495534,0.1345446015186925,-0.27581024384661007,-0.06157036128183611,-0.28116425479514845,-0.009633822727017367,0.09704606248991672,0.01776530441531267,0.048446895994617066,-0.013092678967126965,0.03667754933191089,-0.1980585435568856,0.028361173604756314,-0.27956622384589924,0.01422264006423337,-0.38849172244626395,-0.05327420762304944,-0.16089013415819128,0.026235308953155876,-0.2739126036588341,-0.23163588865665125,-0.05021888755432707,-0.1259648559954183,0.4662478974444528,-0.10747674087987434,0.23935890335164497,-0.15080646574409468,-0.11740986792775489,-0.17091064711303147,-0.04399794812597869,0.02038012808941104,-0.0910405944708764,-0.24622523006990912,-0.23654001244550849,0.18964297673028335,0.031871536721484156,-0.25638070734142004,-0.2631972193200425,-0.25971589632473696,0.23865861264195365,-0.2657387956548477,-0.05900069019017546,0.04325404556478108,0.043867214731139775,-0.16105256714846444,0.30777773505258915,0.03502211311529041,0.36899147157777556,0.07174713443090425,-0.21542072736193832
CO05ASGU,-0.011160787300726109,0.026798359019944235,0.0006343933082736525,0.17643978458551815,0.15771973206468115,0.1690073130162902,0.12147919279410263,0.19886324064590827,0.2007324318103524,0.36190636801194015,0.005139832541342408,0.1850287518036488,0.07790834278987055,0.224675749937481,0.03785079695507387,0.10739415312956968,0.16841132049945748,0.1522971711931997,1.0,-0.005127392583784939,0.39384226487856927,0.32560508268094085,0.05575190675688329,0.1104612584374219,0.03532082083956977,0.44689294831064286,0.008483192459611188,0.5556908425583443,0.028514860841580527,-0.059484473802298814,-0.01664870110012726,0.1614020305659379,0.2048625984994285,0.3211983409706142,0.36141808194668584,-0.0759058747672836,-0.3017536442829901,-0.0680512743915671,0.11569173623314719,-0.026074761940749782,0.10491153224945535,-0.11708826022441052,-0.037295608254650676,-0.00828221579826822,0.1477907683671801,-0.02847582190244797,0.03628777458231184,0.07502606369462256,-0.13076156370450476,-0.052317007836099313,-0.21787910697447835,0.08102396856795803,-0.22572366134462613,-0.029105020939140486,-0.4623475948035731,-0.007058761473700266,0.08536306522718702,0.24316092144692597,0.018637572136706398,0.03401406245735947,0.2531860057893391,0.1120938956309356,0.020491908533027726,0.023920509302433293,0.02242930068240203,0.6375825075243602,0.07438370338985999,0.07312197928046243,0.19914906365277132,0.11384560592783914,0.0344465830202085,0.028407634372207415,0.1261354759309607,0.1542681052454965,0.3153408738835505,0.037901623102668376
CO05BAFI,-0.09325596031591422,-0.3657778430375585,-0.10600999858590351,-0.08642247143303103,-0.06843970932405467,-0.11595715992821566,-0.10069142616837835,-0.14603535904242423,-0.10970482946807662,0.029071011214414643,0.43714261010011823,-0.0042537311819250455,0.032197868653128736,-0.07218809512549464,-0.2808715997878144,0.03900218206481185,-0.11328639278397759,0.10298061572088064,-0.005127392583784939,1.0,-0.015178987965029339,-0.008467572937574646,0.03279656353317636,0.028758560462591495,-0.10035353242449452,0.013475313118560733,-0.161461166041202,0.0076016310251159815,-0.37951860435208196,-0.0018494943976347957,-0.3624989245494208,0.035181417266965685,-0.05160838878108583,-0.0034129930885906054,0.028778065824186214,0.04112302190339998,0.030803973769683555,0.02958230383221253,0.052838812142027965,-0.33967086872847135,-0.10259954547239097,0.022740746359946214,-0.0018995030076145833,-0.12640501731976736,-0.05102528273093163,-0.3543757401641954,-0.28379237695891846,0.04701577312833302,0.027910943160863705,0.06319869296690087,0.05276288322220976,-0.1404210928870335,-0.00016315887326933464,0.002992503483106808,0.02438879382573433,0.051753250043457606,0.01626158231709732,-0.11824887231278416,-0.4161066382470801,-0.27119289215038317,-0.04051434155647567,-0.10026796287532966,-0.36135469208945686,-0.3750316398798049,-0.3449839679722891,-0.023979633184992834,0.031233943785639626,0.027161636281559168,0.0756872211077283,-0.1469568942294815,0.006092497079721441,0.029662743699265866,-0.1062638374666928,-0.11425984786947514,0.004768260278038201,-0.2766406138787502
CO05KUBE,-0.06652615524645208,0.016686542495988468,0.02484275879466677,0.16625585109579127,0.09760250864719557,0.1472980707318255,0.09077224439060351,0.3079257758602537,0.2776038429667276,0.02960833202645783,0.031510252211252594,-0.00810349639320566,0.08216959873557449,0.16076415681564463,-0.03533278970336723,-0.21981711420969727,0.12513055270923673,0.14218355020752746,0.39384226487856927,-0.015178987965029339,1.0,-0.005263435009375428,0.05737771535679679,-0.27761437208949136,0.008244858752737515,0.2218837505329468,0.021299700888037527,0.31769875136904835,0.0016789981316654903,-0.32326706682822687,-0.035560333063105375,-0.12744309598083045,0.6913609245747906,-0.049856292964400646,0.03291181197505578,-0.19722297612051512,-0.3281415000987117,-0.30194183674045916,0.19028992887999638,-0.0402443551338241,0.20944571819150648,-0.39018265176573924,-0.30808042655452916,-0.0815401897358383,0.4027859993868144,-0.03325688111790317,-0.0039306882154285855,-0.5059798097766691,-0.40709292139263836,-0.2169992389700276,-0.6542394136071809,0.1611827088915527,-0.3782093343329115,-0.08104028972627272,-0.7334525343722583,-0.19038751756777542,0.1388034631193405,0.2198736132069435,0.06991863192246137,0.011758337308378745,0.5683622745572855,0.034024929963698713,0.0728184427647695,0.057665501947067196,0.06306261132311203,0.5887883706386302,0.11167945183561563,0.013889434425788773,-0.09919431178361825,0.1330052004885178,-0.02418949845346181,0.0730618702426285,0.033530111980096255,0.17708534922717484,0.14463577874735972,-0.03903192620450567
CO06DATZ,0.08157672820400874,0.023741373801034183,-0.06287667139629458,0.053596316765112846,0.3244471352479689,0.06593649288915107,0.2635477969623168,0.0295225397746309,0.15371572445566953,0.8523721387298467,-0.018994157205984467,0.5350177355777742,0.0018145394073047956,0.08843416646472739,0.17278086642202162,0.2672851794789024,0.07844762218712731,0.04177264333235429,0.32560508268094085,-0.008467572937574646,-0.005263435009375428,1.0,-0.009693495861102873,0.5891165280446343,0.14408238195047843,0.5905415041778201,0.010410923145594672,0.46918958880958606,0.031712654913536184,0.6390094914907025,0.01295331708359436,0.8010768770241092,-0.1754811106704877,0.9122502654064717,0.8537182275439041,0.27848101719182056,0.21356705499505285,0.41695614419278243,0.3662159506922983,0.025153938874456553,0.31018177090828497,0.1818418153004546,0.677873787959997,0.297238053294327,0.13267580188904932,0.009852142214816034,0.15400943717257368,0.35510779432864353,0.24268443407472026,0.3205373643616814,0.27607188842059704,0.24978155700578283,0.23261613868407666,-0.033467474083242445,-0.06323936055254206,0.7749071587166685,0.25181522557188224,0.6849360078386909,-0.01902906534195929,0.13274204107890328,0.10408770590284945,0.31248184221858516,0.0007179533236796632,0.015936732763783025,0.001517106590163439,0.22535284934760896,-0.0017502086035695854,0.2100082038401961,0.5605682991563709,0.03386220435223244,0.14022133668735787,0.01042610098861994,0.3456541947176674,0.05036617848000653,0.8996164998177233,0.17993438924065852
CO06LIFI,-0.5441989305583588,-0.08663344160473718,-0.033276069020823563,-0.2786102471632923,0.2226829175452363,0.2890727399863966,0.3384119629207661,0.3442693594518577,0.33793560771401526,0.01948092810910756,0.004728390867451829,0.008626987805787394,0.9804444883031442,0.1881860650964192,-0.06566408608040235,-0.10567929305542452,0.28050968618297817,-0.2790335845751101,0.05575190675688329,0.03279656353317636,0.05737771535679679,-0.009693495861102873,1.0,0.014937259803678611,-0.053503993875443794,0.00904214976277288,-0.03683619755884614,0.02607212555755548,-0.08783816373688265,0.005026878066002127,-0.08952431886976692,-0.011105887154599361,-0.0024994784179308252,0.025704975122386634,0.020080230806752114,-0.14432102764785498,-0.015999374940222588,0.04102806730209255,0.010122515394242073,-0.08903434260815787,0.004079694864878618,0.12147181311453029,-0.002163687007315811,0.3748836693420213,0.07782621969757245,-0.08702928829382182,-0.07376981663696701,0.013151802100633367,0.18022645104560325,-0.1712415265297348,0.003420453488593338,-0.10619616601541956,-0.05678666070490557,0.04568266308036745,0.00017024278667651947,0.018016792979480438,0.19492174785220023,0.007350617867538835,-0.07824910676960488,-0.07472659549450857,0.14333251739334102,0.2506765414017444,-0.08165037757972857,-0.08382125378412013,-0.08271254580062623,-0.04289647605348979,0.9502794669474356,0.10313239310294689,0.014899570947659768,0.4077565702982908,-0.05129092221570978,-0.08037339498117681,0.3258135289086211,0.26984117037015876,0.01164686502875483,-0.06860572275502765
CO06MOPE,0.003683119055159091,-0.017607808740853943,-0.10470050901781953,-0.02059876452795228,0.15779725218679552,-0.009672833719044599,0.12386931096223665,-0.07596092361385957,0.011414154112804347,0.4916056485388438,-0.01771198557153847,0.734828562995916,0.005342979580612217,-0.022178328003618467,0.1271954670140677,0.38235733679253125,0.005290216055217926,-0.03662841013984355,0.1104612584374219,0.028758560462591495,-0.27761437208949136,0.5891165280446343,0.014937259803678611,1.0,0.17718624291880306,0.2653509944958112,-0.011202375006520875,0.16013705368712725,-0.00925724506623905,0.8370360001404168,-0.002368766810932098,0.5652188627260891,-0.4495972034083011,0.5335864807446565,0.4897663711564892,0.36279749680074674,0.4801719768632293,0.687073819094041,0.5675503624146284,0.009830578362298757,0.05706610906158878,0.3996306145694471,0.7863276414433734,0.2281396088814282,-0.27740636952896935,0.0050612929165719965,0.0793314629280808,0.664070425042581,0.5235754634652277,0.5238745846408338,0.6579736576693249,0.05257908400569686,0.34147245604761833,-0.02632907355368738,0.1953545371622589,0.5632409012078962,0.3513395170323994,0.33909793935622345,-0.06398067570267844,0.05226371412727753,-0.12249124732370664,0.35791352216983247,-0.04995417679327595,-0.028667819841408735,-0.04459500752533532,-0.08172597892624558,-0.0016800010644395813,0.31429750681196267,0.7937918264647891,-0.02247919229984312,0.17499864042024876,-0.026292878192414538,0.18539567333976506,-0.03644079910062505,0.48556342446083234,0.09900714180281484
CO06MOTO,0.12655620296364292,0.6169448500475718,-0.02003497864633166,0.15211497397792778,0.2516847631646014,0.197694464622647,0.32813447468747897,0.27406620422076,0.2731350585252212,0.1027075978329092,0.005267070888518589,0.20500176898065442,-0.05252728888734922,0.14880374586465947,0.806063615136258,-0.06362777942310224,0.21413207986444688,-0.168001572092942,0.03532082083956977,-0.10035353242449452,0.008244858752737515,0.14408238195047843,-0.053503993875443794,0.17718624291880306,1.0,0.08814230646379267,0.2824201159919315,0.06514473050946804,0.6118435247555624,0.14656448242627282,0.5968733389597002,0.11958304410575336,-0.028900496638684776,0.09755828829967703,0.10265815586307264,0.16251616761115145,0.08465799594849327,0.22313507303582752,0.14120024280344165,0.622920107626973,0.0415289448497912,0.17252028510885048,0.15826468538176292,0.2987537360579677,-0.028554479069616116,0.6113661714732997,0.7735159996694463,0.09417308581248574,0.21455421885579962,-0.10310173131452278,0.07741340970560846,0.12466471301301003,0.10748776609288786,0.05385427717975376,-0.03994363165470461,0.09451721712583311,0.45511512456239167,0.4053255727298433,0.5304209238120369,0.73798260553469,0.1239819808026962,0.43730448989599646,0.547707262425413,0.6132344848930918,0.5615185961100924,0.06572878068140349,-0.05095475125990995,0.40403497888839585,0.1897034196757092,0.28368431951978235,0.9007868488760333,-0.04839151076328644,0.33755906160528787,0.2094187124061095,0.12557943990727252,0.7247220876775418
CO06QUNG,0.09940366241473894,0.03836055359240973,-0.004748807074836214,0.10662256033244304,0.33675253696502455,0.10746805074246821,0.2468015473500861,0.11205948428829691,0.30495987225416726,0.6789419184377187,0.007991994141156464,0.32507324099813406,0.028183955655910028,0.16104387012083488,0.10731406145043185,0.159258693906116,0.12041516991700668,0.10400673691199329,0.44689294831064286,0.013475313118560733,0.2218837505329468,0.5905415041778201,0.00904214976277288,0.2653509944958112,0.08814230646379267,1.0,0.020599386539728492,0.7675789349455167,0.03954370592733964,0.24550974845152515,0.00859067727506987,0.5443119552587781,0.05712767735044871,0.5317821132563527,0.6815065728405159,0.28171198324382046,-0.009335539570947517,0.14664729437373672,0.21724997615014527,0.01756367259702938,0.19285977575725846,0.006659952633385776,0.26993375059725333,0.12704558025182683,0.40463629809374596,-0.0019144462620863236,0.11821292056395219,0.11897548695970524,0.027914359544378282,0.11130203516159035,-0.013966982556094286,0.15730327981533063,0.052342948770063964,-0.03767095614715015,-0.2569548358803069,0.4858114087197625,0.15018164992904778,0.4519287058950284,0.012355365846945927,0.1156233222549292,0.20606129545393562,0.19112592427577504,0.027109120286421026,0.03104033271400992,0.023172848170776257,0.4218633504783899,0.03232089605341097,0.12878546502477972,0.3392277616872055,0.0677997507709087,0.08623769830512455,0.027292800283057035,0.237252797836463,0.10684132924724139,0.5986894333002768,0.11118219017230448
CO07CAFR,0.09913828084465093,0.4241784590810862,0.14718890849967595,0.09962029941171105,0.1132073466848468,0.13326782319015998,0.15531632585666377,0.18989433895987862,0.15954073020946977,0.0007004580266251161,-0.0628426312892916,0.02373243483294245,-0.03616375994639539,0.09751759548337567,0.30901150508079483,-0.04380617750735188,0.14041248754327093,-0.11566499342495534,0.008483192459611188,-0.161461166041202,0.021299700888037527,0.010410923145594672,-0.03683619755884614,-0.011202375006520875,0.2824201159919315,0.020599386539728492,1.0,0.012093757498575252,0.4180560291891816,-0.010921674973363351,0.4091019414856074,0.008193073184002678,0.019701990965864405,6.883201459636385e-05,0.0007693524926003995,0.0441746175742846,-0.006328072872226989,0.021228894530812895,0.00782589514801597,0.41095620990629705,0.01459351018802927,0.023600966837493957,-0.009795232194548574,0.13818082460554,0.03601116510492935,0.3924897241882343,0.35971254130609265,-0.0156526312923269,0.035724768185660886,-0.07098303263494861,-0.02246808286162451,0.05057882613373943,0.023701680248278702,-0.008669545645249428,-0.037534529326781224,-0.010623940697100192,0.10190074254584322,0.15042007674573285,0.39909977625572957,0.4162415881034026,0.06680884762373829,0.12330934655951996,0.4157593791216518,0.4236221840889903,0.41829222552986645,0.04224094841090679,-0.03508110606362073,0.11102493588594209,0.0016815695353687597,0.18878505996386216,0.23976670576017453,-0.03331637736796173,0.14412673684748895,0.14531386824455025,0.004277949450028751,0.31064969349680205
CO08ABSU,0.061924239651620146,0.03351398584405381,0.01403141800621198,0.1356979087066428,0.26508871507499415,0.13750307939857598,0.19327590440532647,0.15568092670358968,0.3636750580523133,0.5348505291444301,0.01165090068419743,0.26023712013680633,0.051381965855483804,0.19442578010415756,0.07652034075414092,0.13991889861247161,0.14454686626170735,0.1345446015186925,0.5556908425583443,0.0076016310251159815,0.31769875136904835,0.46918958880958606,0.02607212555755548,0.16013705368712725,0.06514473050946804,0.7675789349455167,0.012093757498575252,1.0,0.03064050422063688,0.0946399492073258,-0.00837823222350821,0.34384629704790404,0.13437389225607238,0.4046351603808253,0.5384693132079754,0.1201272256852966,-0.10449731528491499,0.04168574796297216,0.18297345301257228,0.0023568411479068106,0.14379150644627708,-0.05226559487219845,0.11732359384458964,0.060561002053248186,0.29901044959754425,-0.01884920339051086,0.08353505755827172,0.06159125526938103,-0.04559910157301541,0.03462064158907417,-0.1061801364859739,0.11647128631409427,-0.08135975298291104,-0.01815747231448224,-0.35273360172571167,0.2598004519796416,0.11942806967767373,0.3516601146538196,0.016428390579931406,0.08204321736875671,0.24693955140976465,0.15122751424789938,0.025255142912962415,0.028507755019280892,0.020105280610512245,0.5313547470160198,0.05990429311904087,0.10656444193132561,0.27719289028590616,0.09454966435276309,0.06379666908202382,0.04117512615759736,0.18617755199906938,0.1376861509598686,0.46876310760195655,0.07922801792145713
